N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
302.0,SOL 종합채권(AA-이상)액티브,105490.0,200.0,-0.19%,0.0,105690.0,105690.0,105490.0
303.0,KODEX 미국나스닥100TR,15160.0,245.0,+1.64%,0.0,15065.0,15160.0,15065.0
304.0,KCC글라스,39400.0,150.0,-0.38%,1000.0,39650.0,39950.0,39350.0
305.0,SNT모티브,42950.0,450.0,+1.06%,5000.0,42600.0,43000.0,42600.0
306.0,TIGER 단기통안채,105860.0,10.0,+0.01%,0.0,105850.0,105860.0,105845.0
307.0,DI동일,25200.0,600.0,+2.44%,500.0,24600.0,25350.0,24400.0
308.0,ACE 종합채권(AA-이상)KIS액티브,99590.0,120.0,-0.12%,0.0,99595.0,99650.0,99505.0
309.0,SK디앤디,27800.0,350.0,+1.28%,1000.0,27350.0,28200.0,27300.0
310.0,LS에코에너지,20100.0,0.0,0.00%,500.0,20150.0,20750.0,19910.0
311.0,KODEX 코스닥150,13075.0,85.0,-0.65%,0.0,13300.0,13425.0,12985.0
312.0,애경케미칼,12530.0,220.0,-1.73%,500.0,12900.0,12980.0,12500.0
313.0,동아에스티,70600.0,500.0,+0.71%,5000.0,70100.0,71800.0,69300.0
314.0,동원F&B,31150.0,100.0,-0.32%,1000.0,31550.0,31550.0,30900.0
315.0,KODEX 자동차,17560.0,30.0,+0.17%,0.0,17715.0,17730.0,17485.0
316.0,ACE 미국나스닥100,17505.0,280.0,+1.63%,0.0,17450.0,17515.0,17430.0
317.0,QV 코스피 변동성 매칭형 양매도 ETN,8445.0,55.0,+0.66%,0.0,8440.0,8445.0,8430.0
318.0,삼성 인버스 2X 천연가스 선물 ETN C,59070.0,3565.0,+6.42%,0.0,58075.0,59180.0,57630.0
319.0,ARIRANG 200,34145.0,490.0,+1.46%,0.0,34035.0,34205.0,33965.0
320.0,KOSEF 200TR,41845.0,650.0,+1.58%,0.0,41780.0,41935.0,41630.0
321.0,삼성화재우,182300.0,700.0,-0.38%,500.0,183000.0,183600.0,181700.0
322.0,신세계인터내셔날,16130.0,140.0,-0.86%,1000.0,16280.0,16500.0,16090.0
323.0,신한알파리츠,6500.0,0.0,0.00%,1000.0,6500.0,6650.0,6470.0
324.0,NICE평가정보,9500.0,420.0,+4.63%,500.0,9200.0,9550.0,9120.0
325.0,TIGER 미국달러단기채권액티브,11710.0,10.0,-0.09%,0.0,11740.0,11740.0,11660.0
326.0,한국카본,10840.0,240.0,+2.26%,500.0,10690.0,10860.0,10660.0
327.0,신영증권,59000.0,200.0,+0.34%,5000.0,59300.0,59300.0,58800.0
328.0,F&F홀딩스,14180.0,10.0,-0.07%,500.0,14190.0,14330.0,14130.0
329.0,쿠쿠홀딩스,15570.0,120.0,+0.78%,100.0,15650.0,15650.0,15470.0
330.0,삼양홀딩스,64500.0,800.0,+1.26%,5000.0,63800.0,64600.0,63800.0
331.0,교보증권,4810.0,0.0,0.00%,5000.0,4880.0,4880.0,4795.0
332.0,메리츠 KIS CD금리투자 ETN,51525.0,0.0,0.00%,0.0,51530.0,51530.0,51525.0
333.0,현대지에프홀딩스,3460.0,70.0,+2.06%,500.0,3385.0,3475.0,3385.0
334.0,쏘카,16300.0,220.0,+1.37%,100.0,16030.0,16490.0,16020.0
335.0,HANARO 200,33655.0,480.0,+1.45%,0.0,33680.0,33725.0,33495.0
336.0,프레스티지바이오파마,8790.0,20.0,-0.23%,0.0,8840.0,9000.0,8750.0
337.0,동국제강,10500.0,0.0,0.00%,5000.0,10600.0,10630.0,10300.0
338.0,솔루스첨단소재,14790.0,100.0,+0.68%,100.0,14710.0,15500.0,14710.0
339.0,LX홀딩스,6790.0,40.0,+0.59%,1000.0,6750.0,6810.0,6740.0
340.0,QV KIS CD금리투자 ETN,51525.0,5.0,+0.01%,0.0,51525.0,51525.0,51525.0
341.0,SPC삼립,59600.0,700.0,-1.16%,5000.0,60600.0,61200.0,59500.0
342.0,빙그레,52200.0,200.0,-0.38%,5000.0,52100.0,52900.0,52000.0
343.0,삼성 레버리지 WTI원유 선물 ETN,1270.0,27.0,+2.17%,0.0,1266.0,1271.0,1260.0
344.0,케이카,10570.0,10.0,-0.09%,500.0,10700.0,10740.0,10460.0
345.0,TIGER 24-04 회사채(A+이상)액티브,51735.0,5.0,+0.01%,0.0,51735.0,51740.0,51725.0
346.0,고려제강,20000.0,110.0,+0.55%,1000.0,19890.0,20100.0,19670.0
347.0,미래에셋증권2우B,3510.0,10.0,+0.29%,5000.0,3500.0,3530.0,3490.0
348.0,현대홈쇼핑,40850.0,450.0,+1.11%,5000.0,40300.0,40900.0,40300.0
349.0,엠씨넥스,27150.0,450.0,+1.69%,500.0,27300.0,27550.0,26900.0
350.0,TIGER 차이나항셍테크,4595.0,95.0,-2.03%,0.0,4720.0,4730.0,4590.0
351.0,KOSEF 국고채10년,110630.0,340.0,-0.31%,0.0,110720.0,110805.0,110530.0
352.0,유안타증권,2420.0,15.0,+0.62%,5000.0,2405.0,2430.0,2395.0
353.0,TIGER 24-12 금융채(AA-이상),50555.0,0.0,0.00%,0.0,50550.0,50560.0,50550.0
354.0,부광약품,6790.0,140.0,-2.02%,500.0,6950.0,7120.0,6700.0
355.0,SNT다이내믹스,14440.0,160.0,-1.10%,2500.0,14610.0,14760.0,14430.0
356.0,화승엔터프라이즈,7840.0,170.0,+2.22%,500.0,7730.0,7850.0,7620.0
357.0,TIGER 25-10 회사채(A+이상)액티브,51915.0,5.0,-0.01%,0.0,51905.0,51935.0,51895.0
358.0,SBS,25400.0,100.0,-0.39%,5000.0,25700.0,25700.0,25250.0
359.0,엘브이엠씨홀딩스,2730.0,25.0,+0.92%,0.0,2715.0,2770.0,2680.0
360.0,유니드,68700.0,3700.0,+5.69%,5000.0,65900.0,68800.0,65800.0
361.0,삼양사,44950.0,500.0,+1.12%,5000.0,44600.0,45000.0,44200.0
362.0,KODEX 미국FANG플러스(H),32275.0,445.0,+1.40%,0.0,32130.0,32280.0,32130.0
363.0,일진전기,12380.0,70.0,-0.56%,1000.0,12450.0,12670.0,12310.0
364.0,NICE,12230.0,80.0,-0.65%,500.0,12340.0,12340.0,12130.0
365.0,코리아써키트,19330.0,1010.0,+5.51%,500.0,18950.0,19670.0,18650.0
366.0,한화손해보험,3905.0,5.0,+0.13%,5000.0,3930.0,3950.0,3880.0
367.0,한섬,18500.0,0.0,0.00%,500.0,18540.0,18760.0,18500.0
368.0,KODEX MSCI Korea TR,11285.0,210.0,+1.90%,0.0,11170.0,11290.0,11170.0
369.0,쿠쿠홈시스,20100.0,200.0,-0.99%,100.0,20300.0,20600.0,19990.0
370.0,신한 레버리지 WTI원유 선물 ETN(H),900.0,22.0,+2.51%,0.0,897.0,904.0,896.0
371.0,애경산업,17030.0,60.0,+0.35%,1000.0,17390.0,17390.0,16890.0
372.0,일동제약,16000.0,130.0,-0.81%,1000.0,16100.0,16170.0,15860.0
373.0,KODEX 코스닥150선물인버스,3790.0,25.0,+0.66%,0.0,3720.0,3820.0,3695.0
374.0,SK렌터카,9600.0,0.0,0.00%,500.0,0.0,0.0,0.0
375.0,코람코라이프인프라리츠,4995.0,5.0,-0.10%,500.0,5030.0,5050.0,4985.0
376.0,서연이화,16130.0,90.0,-0.55%,500.0,16450.0,16710.0,15960.0
377.0,KG케미칼,6330.0,30.0,+0.48%,1000.0,6330.0,6480.0,6220.0
378.0,KISCO홀딩스,26750.0,200.0,-0.74%,1000.0,26850.0,27200.0,26700.0
379.0,KBSTAR 단기통안채,110450.0,10.0,+0.01%,0.0,110465.0,110465.0,110435.0
380.0,남양유업,591000.0,9000.0,+1.55%,5000.0,582000.0,597000.0,579000.0
381.0,신성이엔지,2055.0,45.0,+2.24%,500.0,2040.0,2085.0,2030.0
382.0,세아홀딩스,105700.0,300.0,-0.28%,5000.0,106000.0,106000.0,105400.0
383.0,바이오노트,4140.0,20.0,-0.48%,500.0,4150.0,4230.0,4130.0
384.0,신영증권우,58900.0,400.0,+0.68%,5000.0,58900.0,58900.0,58900.0
385.0,삼부토건,2000.0,20.0,-0.99%,1000.0,2030.0,2060.0,2000.0
386.0,KB스타리츠,4000.0,40.0,+1.01%,500.0,3970.0,4020.0,3955.0
387.0,E1,59100.0,1700.0,+2.96%,5000.0,57300.0,59400.0,57300.0
388.0,KODEX 코스피,25490.0,315.0,+1.25%,0.0,25400.0,25500.0,25275.0
389.0,ACE 200,33910.0,495.0,+1.48%,0.0,33780.0,33985.0,33735.0
390.0,유나이티드제약,24500.0,100.0,+0.41%,500.0,24450.0,24800.0,24400.0
391.0,SOL 미국배당다우존스,9955.0,45.0,+0.45%,0.0,9980.0,9980.0,9920.0
392.0,아세아시멘트,10190.0,260.0,+2.62%,500.0,9970.0,10270.0,9940.0
393.0,화신,11330.0,30.0,-0.26%,500.0,11580.0,11690.0,11220.0
394.0,LS네트웍스,4975.0,990.0,+24.84%,5000.0,4045.0,5180.0,4045.0
395.0,삼성FN리츠,5040.0,10.0,-0.20%,500.0,5000.0,5040.0,5000.0
396.0,대동,15300.0,240.0,-1.54%,1000.0,15710.0,15820.0,15200.0
397.0,ARIRANG 국고채30년액티브,101755.0,575.0,-0.56%,0.0,101895.0,101985.0,101470.0
398.0,한국자산신탁,3115.0,15.0,+0.48%,500.0,3115.0,3125.0,3095.0
399.0,TIGER 미국배당다우존스,10880.0,50.0,+0.46%,0.0,10910.0,10920.0,10845.0
400.0,풀무원,10080.0,30.0,+0.30%,500.0,10050.0,10150.0,10050.0
401.0,광동제약,7320.0,510.0,+7.49%,1000.0,6810.0,8500.0,6810.0
402.0,현대그린푸드,11300.0,30.0,+0.27%,500.0,11310.0,11650.0,11270.0
403.0,HDC,6400.0,20.0,-0.31%,5000.0,6420.0,6540.0,6390.0
404.0,아세아제지,42500.0,700.0,+1.67%,5000.0,42100.0,42500.0,41850.0
405.0,삼화콘덴서,36550.0,950.0,+2.67%,1000.0,35650.0,36900.0,35650.0
406.0,에어부산,3250.0,80.0,-2.40%,1000.0,3330.0,3335.0,3200.0
407.0,아세아,177100.0,2200.0,-1.23%,5000.0,181000.0,181300.0,177100.0
408.0,맵스리얼티1,4060.0,25.0,+0.62%,0.0,4015.0,4060.0,4015.0
409.0,영진약품,2055.0,15.0,-0.72%,500.0,2085.0,2090.0,2040.0
410.0,송원산업,15540.0,170.0,+1.11%,500.0,15400.0,15690.0,15380.0
411.0,남해화학,7390.0,0.0,0.00%,1000.0,7400.0,7460.0,7360.0
412.0,LF,12530.0,50.0,-0.40%,5000.0,12540.0,12720.0,12430.0
413.0,아모레퍼시픽우,34700.0,500.0,+1.46%,500.0,34200.0,35200.0,33950.0
414.0,대상홀딩스,10090.0,60.0,-0.59%,1000.0,10140.0,10310.0,9930.0
415.0,삼천리,89700.0,400.0,-0.44%,5000.0,90100.0,90600.0,89400.0
416.0,유진투자증권,3725.0,260.0,+7.50%,5000.0,3465.0,3765.0,3435.0
417.0,KBSTAR KIS국고채30년Enhanced,72960.0,555.0,-0.75%,0.0,73120.0,73120.0,72775.0
418.0,한화리츠,5040.0,10.0,+0.20%,500.0,5030.0,5040.0,5000.0
419.0,이아이디,1392.0,0.0,0.00%,200.0,0.0,0.0,0.0
420.0,KEC,1759.0,49.0,+2.87%,500.0,1721.0,1840.0,1721.0
421.0,대신증권우,13570.0,40.0,+0.30%,5000.0,13530.0,13590.0,13510.0
422.0,풍산홀딩스,35200.0,300.0,+0.86%,5000.0,35000.0,35500.0,34900.0
423.0,KODEX 은행,6470.0,35.0,+0.54%,0.0,6450.0,6490.0,6415.0
424.0,세아제강,123400.0,1200.0,+0.98%,5000.0,122900.0,124000.0,122500.0
425.0,백광산업,7790.0,0.0,0.00%,500.0,0.0,0.0,0.0
426.0,STX중공업,12250.0,460.0,+3.90%,2500.0,12020.0,12360.0,11870.0
427.0,퍼시스,30400.0,50.0,+0.16%,1000.0,31000.0,31000.0,30350.0
428.0,국도화학,38550.0,450.0,+1.18%,5000.0,38100.0,38600.0,37700.0
429.0,KODEX 단기변동금리부채권액티브,109345.0,5.0,0.00%,0.0,109335.0,109345.0,109335.0
430.0,삼성SDI우,213500.0,2500.0,+1.18%,5000.0,213000.0,217000.0,211500.0
431.0,LG헬로비전,4460.0,150.0,+3.48%,2500.0,4695.0,5210.0,4410.0
432.0,KODEX 미국달러SOFR금리액티브(합성),10685.0,10.0,-0.09%,0.0,10685.0,10695.0,10650.0
433.0,BGF,3575.0,15.0,-0.42%,1000.0,3595.0,3630.0,3565.0
434.0,LX하우시스,38100.0,250.0,-0.65%,5000.0,39000.0,39000.0,37900.0
435.0,파미셀,5690.0,50.0,-0.87%,500.0,5750.0,5850.0,5610.0
436.0,SGC에너지,23650.0,450.0,-1.87%,5000.0,24000.0,24150.0,23600.0
437.0,이월드,2395.0,35.0,-1.44%,1000.0,2575.0,2575.0,2390.0
438.0,TIGER 리츠부동산인프라,4295.0,0.0,0.00%,0.0,4300.0,4310.0,4295.0
439.0,한일홀딩스,10840.0,20.0,+0.18%,1000.0,10980.0,10980.0,10830.0
440.0,HL홀딩스,32800.0,400.0,-1.20%,5000.0,33500.0,33500.0,32550.0
441.0,조광피혁,50000.0,800.0,+1.63%,5000.0,49200.0,50000.0,49200.0
442.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10050.0,30.0,+0.30%,0.0,10070.0,10155.0,10035.0
443.0,현대퓨처넷,2990.0,15.0,+0.50%,500.0,2970.0,3010.0,2965.0
444.0,SOL 반도체소부장Fn,13750.0,575.0,+4.36%,0.0,13435.0,13750.0,13430.0
445.0,알루코,3400.0,490.0,+16.84%,500.0,2945.0,3485.0,2945.0
446.0,대원제약,14700.0,70.0,+0.48%,500.0,14670.0,14820.0,14590.0
447.0,신도리코,32250.0,200.0,+0.62%,5000.0,32500.0,32600.0,31900.0
448.0,한진,21650.0,200.0,+0.93%,5000.0,21450.0,21850.0,21400.0
449.0,DB,1605.0,19.0,-1.17%,500.0,1623.0,1645.0,1600.0
450.0,대원강업,5130.0,20.0,+0.39%,500.0,5190.0,5240.0,5070.0
451.0,KBSTAR 미국나스닥100,16915.0,275.0,+1.65%,0.0,16855.0,16920.0,16840.0
452.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6685.0,65.0,-0.96%,0.0,6760.0,6780.0,6680.0
453.0,서흥,27350.0,250.0,+0.92%,500.0,27400.0,27850.0,27200.0
454.0,STX,10150.0,100.0,-0.98%,2500.0,10300.0,10440.0,10010.0
455.0,ARIRANG 국고채10년액티브,51700.0,190.0,-0.37%,0.0,51775.0,51785.0,51685.0
456.0,지역난방공사,27100.0,100.0,+0.37%,5000.0,27400.0,27400.0,26500.0
457.0,HJ중공업,3715.0,45.0,+1.23%,5000.0,3640.0,3775.0,3640.0
458.0,한투 KIS CD금리투자 ETN,51525.0,5.0,+0.01%,0.0,51525.0,51525.0,51525.0
459.0,이리츠코크렙,4840.0,5.0,+0.10%,500.0,4820.0,4880.0,4820.0
460.0,KODEX 국고채3년,59155.0,50.0,-0.08%,0.0,59130.0,59185.0,59105.0
461.0,TIGER 일본니케이225,19495.0,135.0,+0.70%,0.0,19635.0,19635.0,19370.0
462.0,KODEX 선진국MSCI World,24410.0,230.0,+0.95%,0.0,24420.0,24420.0,24005.0
463.0,대한제당,3370.0,50.0,+1.51%,500.0,3285.0,3385.0,3270.0
464.0,웅진씽크빅,2600.0,70.0,+2.77%,500.0,2515.0,2620.0,2515.0
465.0,한화3우B,13360.0,0.0,0.00%,5000.0,13420.0,13540.0,13360.0
466.0,삼성 인버스 2X 코스닥150 선물 ETN,7480.0,95.0,+1.29%,0.0,7205.0,7575.0,7050.0
467.0,LG생활건강우,142300.0,700.0,-0.49%,5000.0,144200.0,145800.0,140900.0
468.0,대성에너지,10840.0,560.0,-4.91%,1000.0,10920.0,11270.0,10700.0
469.0,TIGER 중장기국채,49820.0,100.0,-0.20%,0.0,49840.0,49870.0,49800.0
470.0,효성화학,78100.0,0.0,0.00%,5000.0,78200.0,79200.0,77200.0
471.0,서울가스,59200.0,300.0,-0.50%,5000.0,59600.0,59600.0,59100.0
472.0,DL건설,13390.0,70.0,-0.52%,5000.0,13610.0,13620.0,13390.0
473.0,포스코스틸리온,49100.0,800.0,-1.60%,5000.0,50100.0,50500.0,49000.0
474.0,KODEX 미국채울트라30년선물(H),7975.0,120.0,-1.48%,0.0,8000.0,8005.0,7965.0
475.0,KODEX 국고채30년액티브,105735.0,670.0,-0.63%,0.0,105945.0,106060.0,105660.0
476.0,이연제약,15750.0,40.0,-0.25%,500.0,15790.0,16080.0,15740.0
477.0,한국쉘석유,224500.0,500.0,-0.22%,5000.0,226000.0,226000.0,224000.0
478.0,한일현대시멘트,15100.0,290.0,+1.96%,5000.0,14820.0,15100.0,14820.0
479.0,사조대림,31800.0,650.0,+2.09%,5000.0,31050.0,31950.0,31050.0
480.0,종근당홀딩스,58100.0,2000.0,-3.33%,2500.0,60200.0,60400.0,57600.0
481.0,미래에셋 레버리지 원유선물혼합 ETN(H),7070.0,160.0,+2.32%,0.0,7040.0,7090.0,7030.0
482.0,대한제강,12360.0,100.0,+0.82%,1000.0,12260.0,12650.0,12260.0
483.0,남선알미늄,2240.0,5.0,+0.22%,500.0,2240.0,2280.0,2220.0
484.0,SNT홀딩스,17630.0,320.0,+1.85%,500.0,17300.0,17730.0,17300.0
485.0,KODEX ESG종합채권(A-이상)액티브,107440.0,190.0,-0.18%,0.0,107440.0,107440.0,107440.0
486.0,SK증권,607.0,5.0,+0.83%,500.0,603.0,612.0,603.0
487.0,한국콜마홀딩스,7800.0,180.0,+2.36%,500.0,7680.0,7850.0,7680.0
488.0,세진중공업,5030.0,190.0,+3.93%,500.0,4830.0,5050.0,4830.0
489.0,농심홀딩스,61500.0,400.0,-0.65%,5000.0,62500.0,62500.0,61500.0
490.0,KOSEF 200,33535.0,500.0,+1.51%,0.0,33390.0,33555.0,33350.0
491.0,CJ4우(전환),67300.0,500.0,+0.75%,5000.0,66900.0,67500.0,66100.0
492.0,삼진제약,20450.0,200.0,+0.99%,1000.0,20300.0,20550.0,20300.0
493.0,KODEX 25-11 회사채(A+이상)액티브,10270.0,10.0,-0.10%,0.0,10280.0,10280.0,10270.0
494.0,스틱인베스트먼트,6780.0,20.0,+0.30%,500.0,6770.0,6920.0,6760.0
495.0,TIGER 미국배당+7%프리미엄다우존스,10230.0,25.0,+0.24%,0.0,10215.0,10235.0,10190.0
496.0,HD현대에너지솔루션,25100.0,750.0,+3.08%,5000.0,24350.0,25200.0,24350.0
497.0,ACE 베트남VN30(합성),18365.0,155.0,+0.85%,0.0,18300.0,18400.0,18215.0
498.0,케이씨,20650.0,1400.0,+7.27%,500.0,19490.0,20850.0,19400.0
499.0,일양약품,14640.0,190.0,+1.31%,2500.0,14510.0,14850.0,14510.0
500.0,아이마켓코리아,8320.0,100.0,+1.22%,500.0,8280.0,8330.0,8260.0
501.0,지누스,13400.0,100.0,-0.74%,500.0,13500.0,13740.0,13360.0
502.0,일성신약,20850.0,150.0,-0.71%,1000.0,21050.0,21300.0,20850.0
503.0,이수화학,12200.0,0.0,0.00%,5000.0,12300.0,12540.0,12100.0
504.0,동화약품,9920.0,100.0,+1.02%,1000.0,10030.0,10200.0,9900.0
505.0,CR홀딩스,5890.0,30.0,-0.51%,500.0,5870.0,6000.0,5860.0
506.0,한국철강,6440.0,10.0,+0.16%,1000.0,6400.0,6500.0,6400.0
507.0,현대비앤지스틸,18100.0,480.0,+2.72%,5000.0,17620.0,18250.0,17410.0
508.0,코오롱플라스틱,7180.0,40.0,+0.56%,1000.0,7160.0,7240.0,7140.0
509.0,삼양패키징,17220.0,30.0,-0.17%,5000.0,17250.0,17400.0,17090.0
510.0,TIGER 종합채권(AA-이상)액티브,52115.0,65.0,-0.12%,0.0,52115.0,52120.0,52085.0
511.0,TYM,6010.0,30.0,+0.50%,2500.0,5930.0,6050.0,5920.0
512.0,잇츠한불,12300.0,110.0,+0.90%,500.0,12190.0,12340.0,12020.0
513.0,TIGER 2차전지TOP10,12930.0,250.0,-1.90%,0.0,13205.0,13360.0,12800.0
514.0,환인제약,14410.0,130.0,-0.89%,500.0,14790.0,14800.0,13650.0
515.0,STX엔진,11640.0,160.0,+1.39%,2500.0,11480.0,11690.0,11450.0
516.0,휴스틸,4765.0,5.0,-0.10%,1000.0,4760.0,4825.0,4740.0
517.0,모토닉,8050.0,20.0,+0.25%,500.0,8090.0,8100.0,8020.0
518.0,YG PLUS,4180.0,55.0,-1.30%,500.0,4200.0,4275.0,4160.0
519.0,스카이라이프,5550.0,30.0,-0.54%,2500.0,5560.0,5620.0,5550.0
520.0,현대차증권,8300.0,20.0,+0.24%,5000.0,8360.0,8470.0,8280.0
521.0,한국토지신탁,1038.0,2.0,+0.19%,1000.0,1040.0,1052.0,1034.0
522.0,신성통상,1813.0,10.0,+0.55%,500.0,1797.0,1813.0,1797.0
523.0,현대차3우B,107500.0,600.0,+0.56%,5000.0,107800.0,108600.0,107000.0
524.0,조일알미늄,2035.0,15.0,+0.74%,500.0,2035.0,2060.0,2015.0
525.0,TIGER 반도체,37015.0,1080.0,+3.01%,0.0,36375.0,37060.0,36375.0
526.0,도화엔지니어링,7630.0,10.0,+0.13%,500.0,7690.0,7760.0,7590.0
527.0,KBSTAR 미국S&P500,13965.0,130.0,+0.94%,0.0,13930.0,13965.0,13905.0
528.0,수산인더스트리,17900.0,130.0,+0.73%,200.0,17780.0,18230.0,17730.0
529.0,TIGER 미국나스닥100커버드콜(합성),10160.0,15.0,+0.15%,0.0,10150.0,10180.0,10130.0
530.0,SIMPAC,3880.0,110.0,+2.92%,500.0,3780.0,3890.0,3780.0
531.0,TIGER 미국S&P500선물(H),53680.0,485.0,+0.91%,0.0,53665.0,53705.0,53630.0
532.0,에이프로젠,940.0,20.0,+2.17%,500.0,930.0,959.0,920.0
533.0,콘텐트리중앙,12920.0,160.0,-1.22%,5000.0,13000.0,13300.0,12840.0
534.0,락앤락,5710.0,10.0,-0.17%,500.0,5770.0,5790.0,5680.0
535.0,한솔제지,10340.0,10.0,+0.10%,5000.0,10340.0,10420.0,10260.0
536.0,제일약품,16730.0,180.0,+1.09%,500.0,16700.0,16950.0,16620.0
537.0,BYC,393000.0,7500.0,+1.95%,5000.0,389500.0,400000.0,388500.0
538.0,한전산업,7520.0,170.0,+2.31%,500.0,7400.0,7520.0,7370.0
539.0,JW홀딩스,3295.0,25.0,+0.76%,500.0,3225.0,3385.0,3225.0
540.0,한국무브넥스,7990.0,280.0,-3.39%,1000.0,8210.0,8270.0,7950.0
541.0,경방,8860.0,200.0,-2.21%,500.0,9060.0,9150.0,8740.0
542.0,제이에스코퍼레이션,18150.0,100.0,+0.55%,100.0,18110.0,18300.0,17850.0
543.0,제주은행,7510.0,40.0,-0.53%,5000.0,7550.0,7620.0,7450.0
544.0,하나제약,13500.0,40.0,+0.30%,500.0,13470.0,13650.0,13470.0
545.0,ARIRANG 종합채권(AA-이상)액티브,106125.0,235.0,-0.22%,0.0,106210.0,106225.0,106105.0
546.0,한국금융지주우,40650.0,300.0,+0.74%,5000.0,41000.0,41150.0,40500.0
547.0,동국홀딩스,7460.0,70.0,-0.93%,5000.0,7540.0,7650.0,7450.0
548.0,한화갤러리아,1222.0,11.0,+0.91%,500.0,1217.0,1242.0,1210.0
549.0,현대코퍼레이션,17820.0,30.0,-0.17%,5000.0,17850.0,18020.0,17660.0
550.0,광주신세계,29550.0,200.0,+0.68%,1000.0,29550.0,29700.0,29400.0
551.0,한농화성,15030.0,50.0,-0.33%,500.0,15090.0,15420.0,14970.0
552.0,이지스밸류리츠,4535.0,35.0,+0.78%,1000.0,4500.0,4535.0,4465.0
553.0,KBSTAR 비메모리반도체액티브,11750.0,430.0,+3.80%,0.0,11510.0,11790.0,11510.0
554.0,KBSTAR 200TR,18120.0,275.0,+1.54%,0.0,18080.0,18150.0,18005.0
555.0,삼성 레버리지 천연가스 선물 ETN C,11410.0,830.0,-6.78%,0.0,11580.0,11630.0,11365.0
556.0,키다리스튜디오,6160.0,160.0,-2.53%,500.0,6460.0,6530.0,6160.0
557.0,대교,2680.0,5.0,+0.19%,500.0,2675.0,2730.0,2620.0
558.0,삼영무역,12270.0,20.0,+0.16%,500.0,12290.0,12340.0,12200.0
559.0,백산,10020.0,230.0,-2.24%,500.0,10250.0,10330.0,9980.0
560.0,부국증권,21750.0,250.0,+1.16%,5000.0,21750.0,21900.0,21650.0
561.0,조선내화,19020.0,20.0,+0.11%,500.0,19290.0,19380.0,18810.0
562.0,신대양제지,5590.0,240.0,-4.12%,500.0,5830.0,5830.0,5550.0
563.0,삼익THK,10610.0,20.0,+0.19%,500.0,10620.0,10760.0,10510.0
564.0,동양,932.0,9.0,-0.96%,500.0,942.0,951.0,927.0
565.0,롯데하이마트,9420.0,110.0,+1.18%,5000.0,9360.0,9490.0,9320.0
566.0,한솔테크닉스,6920.0,130.0,+1.91%,5000.0,6800.0,6950.0,6790.0
567.0,GS글로벌,2690.0,70.0,+2.67%,2500.0,2640.0,2700.0,2635.0
568.0,TIGER 인도니프티50,11885.0,35.0,+0.30%,0.0,11900.0,11910.0,11790.0
569.0,신세계 I&C,12800.0,450.0,+3.64%,500.0,12500.0,12970.0,12410.0
570.0,삼성출판사,22000.0,350.0,+1.62%,500.0,21300.0,22650.0,21050.0
571.0,세방,11370.0,0.0,0.00%,500.0,11430.0,11500.0,11310.0
572.0,ACE 국고채10년,87035.0,255.0,-0.29%,0.0,87105.0,87145.0,86935.0
573.0,이엔플러스,3130.0,50.0,-1.57%,500.0,3215.0,3290.0,3105.0
574.0,KBSTAR Fn수소경제테마,8350.0,15.0,-0.18%,0.0,8400.0,8455.0,8285.0
575.0,AK홀딩스,16370.0,30.0,+0.18%,5000.0,16800.0,16800.0,16330.0
576.0,주성코퍼레이션,4100.0,0.0,0.00%,500.0,0.0,0.0,0.0
577.0,KPX홀딩스,51100.0,200.0,-0.39%,5000.0,51700.0,51700.0,50800.0
578.0,동성케미컬,4340.0,10.0,+0.23%,1000.0,4320.0,4370.0,4315.0
579.0,대덕,6330.0,20.0,+0.32%,500.0,6330.0,6370.0,6310.0
580.0,일진다이아,15080.0,0.0,0.00%,1000.0,15100.0,15300.0,14990.0
581.0,다올투자증권,3510.0,55.0,-1.54%,5000.0,3595.0,3595.0,3460.0
582.0,KSS해운,9210.0,0.0,0.00%,500.0,9050.0,9340.0,8940.0
583.0,진원생명과학,2700.0,110.0,-3.91%,1000.0,2780.0,2845.0,2680.0
584.0,대한제분,125300.0,0.0,0.00%,5000.0,125900.0,126200.0,124000.0
585.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,35200.0,325.0,+0.93%,0.0,34880.0,35220.0,34880.0
586.0,아시아나IDT,19020.0,430.0,-2.21%,500.0,19400.0,19630.0,18860.0
587.0,ACE 미국배당다우존스,10990.0,40.0,+0.37%,0.0,10985.0,11005.0,10960.0
588.0,넥센,3940.0,50.0,+1.29%,500.0,3865.0,4025.0,3865.0
589.0,한국제지,1109.0,3.0,-0.27%,1000.0,1107.0,1119.0,1100.0
590.0,AJ네트웍스,4635.0,25.0,-0.54%,1000.0,4665.0,4710.0,4560.0
591.0,KBSTAR ESG사회책임투자,10480.0,10.0,+0.10%,0.0,10580.0,10580.0,10420.0
592.0,코오롱,16350.0,50.0,-0.30%,5000.0,16360.0,16500.0,16250.0
593.0,KPX케미칼,42450.0,50.0,+0.12%,5000.0,42500.0,42650.0,42400.0
594.0,KBSTAR 단기종합채권(AA-이상)액티브,107060.0,5.0,0.00%,0.0,107020.0,107060.0,107020.0
595.0,ACE 테슬라밸류체인액티브,10730.0,35.0,-0.33%,0.0,10705.0,10770.0,10685.0
